City,januari_2008,februari_2008,maret_2008,april_2008,mei_2008,juni_2008,juli_2008,agustus_2008,september_2008,oktober_2008,november_2008,desember_2008,januari_2009,februari_2009,maret_2009,april_2009,mei_2009,juni_2009,juli_2009,agustus_2009,september_2009,oktober_2009,november_2009,desember_2009,januari_2010,februari_2010,maret_2010,april_2010,mei_2010,juni_2010,juli_2010,agustus_2010,september_2010,oktober_2010,november_2010,desember_2010,januari_2011,februari_2011,maret_2011,april_2011,mei_2011,juni_2011,juli_2011,agustus_2011,september_2011,oktober_2011,november_2011,desember_2011,januari_2012,februari_2012,maret_2012,april_2012,mei_2012,juni_2012,juli_2012,agustus_2012,september_2012,oktober_2012,november_2012,desember_2012,januari_2013,februari_2013,maret_2013,april_2013,mei_2013,juni_2013,juli_2013,agustus_2013,september_2013,oktober_2013,november_2013,desember_2013,januari_2014,februari_2014,maret_2014,april_2014,mei_2014,juni_2014,juli_2014,agustus_2014,september_2014,oktober_2014,november_2014,desember_2014,januari_2015,februari_2015,maret_2015,april_2015,mei_2015,juni_2015,juli_2015,agustus_2015,september_2015,oktober_2015,november_2015,desember_2015,januari_2016,februari_2016,maret_2016,april_2016,mei_2016,juni_2016,juli_2016,agustus_2016,september_2016,oktober_2016,november_2016,desember_2016,januari_2017,februari_2017,maret_2017,april_2017,mei_2017,juni_2017,juli_2017,agustus_2017,september_2017,oktober_2017,november_2017,desember_2017,januari_2018,februari_2018,maret_2018,april_2018,mei_2018,juni_2018,juli_2018,agustus_2018,september_2018,oktober_2018,november_2018,desember_2018,januari_2019,februari_2019,maret_2019,april_2019,mei_2019,juni_2019,juli_2019,agustus_2019,september_2019,oktober_2019,november_2019,desember_2019,januari_2020,februari_2020,maret_2020,april_2020,mei_2020,juni_2020,juli_2020,agustus_2020,september_2020,oktober_2020,november_2020,desember_2020,januari_2021,februari_2021,maret_2021,april_2021,mei_2021,juni_2021,juli_2021,agustus_2021,september_2021,oktober_2021,november_2021,desember_2021,januari_2022,februari_2022,maret_2022,april_2022,mei_2022,juni_2022,juli_2022,agustus_2022,september_2022,oktober_2022,november_2022,desember_2022,januari_2023,februari_2023,maret_2023,april_2023,mei_2023,juni_2023,juli_2023,agustus_2023,september_2023,oktober_2023,november_2023
KOTA MADIUN,153.28,154.28,156.62,157.86,160.06,108.39,109.45,110.31,111.16,111.61,111.66,111.32,117.09,118.16,118.29,117.73,117.69,118.29,118.63,119.09,120.09,120.06,120.78,121.08,122.22,122.31,122.09,122.37,122.71,123.49,125.84,126.11,126.44,126.67,127.86,129,130.31,130.1,130.03,129.22,129.29,130.06,130.67,131.84,132.33,132.34,132.81,133.5,133.63,134.11,134.4,134.72,134.51,135.18,136.16,137.7,137.5,137.48,137.71,138.18,140.1,141.15,142.52,141.99,140.98,142.08,147.2,148.55,147.43,147.73,147.59,148.57,109.71,110.37,110.65,110.28,110.47,110.95,111.63,112.02,112.1,112.62,114.32,116.83,116.77,116.18,116.49,116.95,117.35,117.72,118.7,118.79,118.97,119.09,119.34,120.04,120.63,120.67,120.77,120.67,120.74,121.07,122.1,121.46,121.65,121.57,122.19,122.74,124.44,125.46,125.38,125.94,126.67,127.53,127.76,127.55,127.7,127.88,128.01,128.61,129.41,129.73,129.76,130.04,130.19,131.14,131.36,131.25,131.09,131.32,131.76,132.09,132.53,132.4,132.59,133.13,133.94,134.24,134.47,134.52,134.26,134.35,134.56,135,102.8,103.19,103.39,103.19,103.2,103.41,103.37,103.35,103.33,103.44,103.86,104.35,104.98,105.06,105.26,105.32,105.37,105.15,105.27,105.43,105.32,105.41,105.64,106.44,106.91,106.94,107.77,108.81,109.44,110.16,110.85,110.38,111.79,111.76,111.96,112.61,113,113.04,113.32,113.57,113.65,113.74,113.85,113.87,114.2,114.45,115
KOTA SURABAYA,153.28,154.28,156.62,157.86,160.06,108.39,109.45,110.31,111.16,111.61,111.66,111.32,111.12,112.19,112.5,112.01,111.79,112.04,112.32,112.9,114.25,114.43,114.49,115.09,115.67,115.96,115.82,115.99,116.43,117.31,119.64,121.11,121.92,121.95,122.49,123.53,124.49,124.86,125.07,124.79,124.88,125.49,126.17,127.53,128.29,127.89,128.6,129.36,129.86,130.19,130.31,130.47,130.69,131.38,132.19,133.86,133.81,134,134.34,135.04,136.24,137.64,138.95,138.44,138.34,139.1,142.81,144.22,144.19,143.96,144.32,145.19,110.47,110.72,110.97,111.16,111.35,111.76,112.23,112.79,113.25,113.8,115.24,117.81,118.29,117.79,118.21,118.69,119.15,119.79,120.25,120.83,121.14,120.73,120.71,121.85,122.74,122.6,122.67,122.49,122.65,123.5,124.53,124.65,124.88,124.75,125.07,125.77,127.98,128.18,128.1,128.4,128.9,129.57,129.76,129.51,129.85,129.92,130.16,131.26,132.09,132.27,132.35,132.61,132.83,133.33,133.37,133.68,133.88,134.08,134.36,135.24,135.69,135.52,135.73,136.33,136.58,136.86,137.01,137.16,137.13,137.02,137.4,138.23,103.92,104.25,104.26,104.09,104.31,104.6,104.17,104.24,104.05,104.03,104.24,104.76,105.15,105.45,105.54,105.64,105.99,105.81,106.02,106.41,106.27,106.48,106.9,107.6,108.08,108.12,108.88,109.93,110.47,110.98,111.62,111.91,113.61,113.69,114.03,114.69,115.17,115.29,115.74,116.13,116.29,116.43,116.6,116.76,117.18,117.5,117.81
KOTA TANGERANG,104.62,106,106.47,106.58,108.72,112.03,112.49,113.76,115.63,116.15,115.89,115.63,115.96,115.92,116,115.69,115.89,115.93,115.96,116.65,118.28,118.5,118.87,118.51,119.03,119.95,119.39,119.51,119.66,120.96,122.16,123.49,123.94,124.7,125.08,125.72,126.82,127.41,126.39,126.64,126.71,127.22,127.9,129.49,129.44,129.53,129.98,130.47,131.55,131.59,131.42,131.7,132.15,132.84,133.54,135,135.32,135.89,135.87,136.26,137.27,138.67,140.16,140.1,139.92,142.14,148.47,149.71,148.82,149.05,149.86,149.92,111.46,115.81,115.6,115.95,116.05,116.34,117.21,118.25,118.86,120.32,121.91,124.82,124.25,123.72,124.09,125,125.86,126.64,127.84,128.7,128.5,128.52,128.92,130.16,131.32,131.04,131.06,130.2,130.39,131.06,131.47,131.37,131.9,131.99,132.74,133.61,134.48,135.13,135.09,135.03,135.7,136.63,136.45,136.35,136.78,136.7,137.19,138.29,138.34,138.71,139.38,139.93,139.95,140.34,141.13,141.55,141.64,141.63,142.18,143.08,143.49,143.55,143.56,144.18,144.83,145.68,146.08,146.86,146.82,147.09,147.63,147.82,104.19,104.41,104.4,104.67,104.71,104.86,104.8,104.69,104.62,104.72,104.86,105.04,105.38,105.65,105.66,105.82,106.05,105.82,105.84,106.01,105.94,106.03,106.21,106.94,107.43,107.55,108.63,109.68,109.73,110.38,110.61,110.49,111.66,111.51,111.34,111.82,112.31,112.54,112.7,113.47,113.48,113.67,113.73,113.59,113.86,114.1,114.78
KOTA CILEGON,104.2,105.1,105.63,106.17,109.97,112.29,112.83,113.16,113.28,114.11,115.24,115.06,114.96,115.41,115.78,115.05,115.78,116.2,116.56,117.15,118.4,118.75,118.76,118.64,119.72,120.06,119.67,120.08,120.27,121.59,123.01,123.36,123.65,124.26,125.02,125.9,126.9,126.99,126.28,125.49,125.6,125.86,126.36,127.12,127.05,127.29,127.92,128.86,129.5,129.63,129.76,130,130.35,131,131.38,133.24,133.22,133.3,133.21,133.9,135.58,137.25,138.76,138.66,138.87,139.87,144.01,144.98,144.25,144.33,144.1,144.59,111.98,111.89,111.96,112.09,112.13,112.97,114.12,114.91,115.29,116.31,117.92,120.92,121.14,119.93,120.63,121.03,121.98,122.47,123.32,124.23,124.6,124.55,124.46,125.69,126.64,126.46,126.94,126.31,126.88,128.2,129.22,129.21,129.06,129.14,129.77,130.99,132.26,132.76,133.43,133.77,134.54,135.56,136.3,136.58,136.74,136.75,137.22,137.85,138.42,138.76,138.85,138.82,139.47,140.46,140.8,140.49,140.3,140.32,140.81,141.62,142.36,142.06,142.59,143.16,144.01,144.55,145.47,145.91,145.35,145.21,145.97,146.63,104.96,105.44,105.56,105.77,106.04,106.27,106.08,106.06,106.17,106.42,106.67,107.08,107.44,107.71,108.02,108.26,108.47,108.45,108.52,108.46,108.2,108.39,108.71,109.43,110.52,110.14,111.4,112.69,112.98,113.98,114.48,113.97,115.56,115.26,115.15,115.84,116.86,117.03,117.4,117.64,117.93,118.01,118.23,118.07,118.41,118.55,119.3
KOTA SERANG,159.5,162.25,163.68,164.04,165.53,110.31,112.25,113.53,115.27,116.24,116.5,116.95,117.26,117.94,117.71,118.27,119.11,119.25,119.97,120.81,122.37,122.54,122.44,122.29,123.35,123.43,122.67,122.71,123.17,124.97,125.99,126.5,126.89,127.06,128.32,129.85,130.84,130.34,129.33,128.73,129.11,129.42,131.03,131.93,132.1,132.36,133.03,133.46,134.72,134.85,134.4,134.89,135.14,136.25,137.2,138.08,138.17,138.31,138.41,139.34,141.31,142.87,144.58,144,143.46,145.96,151.16,152.75,152.16,152.41,151.69,152.11,114.82,112.9,113.36,112.98,113.45,114.2,115.16,116.5,117,117.43,119.4,123.07,122.78,121.63,122.16,123.31,124.32,125.2,125.63,126.78,126.76,126.38,127.38,128.82,129.98,129.76,130.13,129.22,130.36,130.72,131.64,131.54,132.21,132.44,132.86,133.02,134.06,134.73,135.12,135.67,136.51,137.66,138.48,138.64,138.7,138.91,139.31,139.9,141.17,141.38,141.71,141.94,142.17,142.91,143.71,143.81,143.51,143.59,144.26,145.19,145.91,145.88,146.1,147.06,147.88,148.61,149.23,149.19,148.7,148.77,149.02,149.63,106.07,106.25,106.48,106.73,106.78,106.97,107.05,107,106.95,106.98,107.14,107.42,107.91,108.11,108.24,108.45,108.84,108.79,108.82,108.98,108.77,108.82,109.02,109.82,110.88,111.19,112.43,113.32,114.27,115.15,115.73,115.54,116.96,117.02,117.26,117.75,118.14,118.64,118.47,118.88,119.3,119.43,119.48,119.33,119.4,119.47,119.88
SINGARAJA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.67,115.1,115.3,115.49,117.06,116.35,116.8,117.7,118.78,119.56,122.05,125.47,124.71,125.24,125.66,126.46,126.72,126.49,127.59,127.84,128.19,126.84,127.24,129.2,130.53,130.17,131.22,131.14,131.16,131.33,132.48,133.54,133.64,133.21,134.25,135.1,137.52,138.6,138.32,136.83,137.33,136.45,136.59,137.26,136.19,135.67,138.11,139.66,140.86,141.21,141.75,141.37,140.91,141.13,141.73,142.02,141.01,140.95,141.09,142.28,143.1,142.62,143.12,143.68,144.08,144.11,145.6,146.5,145.22,145.02,145.34,145.73,104.33,105.06,105.22,104.84,104.61,104.94,105.06,104.62,104.9,104.68,105.07,106.2,107.2,107.44,108.31,108.15,107.61,107.05,107.25,107.18,106.7,106.79,106.92,108.74,109.43,108.51,109.89,110.87,111.51,113.96,114.51,112.81,113.2,113.02,113.1,113.77,114.85,115.18,115.66,115.41,115.84,116.09,116.38,116.69,116.63,117.14,118.16
KOTA DENPASAR,148.59,149.29,149.83,150,151.73,106.95,108.69,109.88,110.31,110.66,111.15,111.46,111.23,112.32,113.84,113.15,112.96,113.15,113.58,114.15,115.15,115.55,115.67,116.33,117.43,118.08,117.98,117.76,118.59,119.47,122.25,123.7,123.97,123.87,124.58,125.75,127.04,127.03,127.33,127.28,127.3,128.37,129.36,129.38,129.42,129.59,129.82,130.46,131.64,132.47,133.08,133.41,133.34,133.92,134.88,135.13,135.08,135.63,135.81,136.6,138.52,140.17,141.69,141.51,140.58,141.24,145.21,146.42,145.76,145.39,145.92,146.64,109.14,109.54,109.89,110.03,110.37,110.15,110.69,111.42,111.65,112.35,114.17,116.44,116.35,116.19,116.35,116.81,117.26,117.42,118.51,118.91,118.65,117.99,118.46,119.58,120.16,120.25,120.32,120.08,120.21,120.68,121.29,121.83,122.15,121.92,122.26,123.1,124.81,125.33,125.35,125.44,125.58,125.57,125.72,126.05,125.64,125.58,125.82,127.17,128.37,129.21,129.4,129.49,129.45,129.94,130.56,130.86,130.18,130.05,130.49,131.5,132.31,131.74,132.05,132.39,132.68,132.73,133.52,134.06,133.36,133.56,133.54,134.62,104.23,104.64,104.76,104.42,104.32,104.4,103.92,103.8,103.63,103.37,103.58,104.22,105.02,104.81,105.3,105.78,105.16,104.78,104.71,104.83,105.03,104.79,105.53,106.32,107.48,107.09,108,109.1,109.9,110.69,111.75,111.71,112.34,112.3,112.65,113.17,113.87,113.91,113.94,114.01,114.4,114.31,114.72,114.96,114.93,115.1,115.48
KOTA MATARAM,153.61,155.28,155.92,156.12,158.92,111.24,113.15,113.78,114.83,115.15,115.13,115.87,116.58,117.01,117.93,116.85,115.78,116.24,116.79,117.65,120.29,119.36,118.74,119.51,122.01,122.41,122.29,121.89,122.92,125.59,128.96,129.02,129.78,130.28,130.64,132.74,134.59,134.3,132.65,131.27,131.3,133.09,133.98,137.55,138.52,137.12,138.83,141.21,143.03,145.51,144.77,144.6,143.58,144.75,145.79,146.69,147.01,146.33,146.32,147,149.3,150.81,151.89,152.81,151.24,152.62,159.56,160.8,158.37,159.35,159.4,160.63,111.22,111.55,111.12,110.57,110.53,111.03,112.12,112.94,113.23,113.57,114.86,117.47,118,117.36,117.87,117.63,118.03,118.21,118.76,119.29,119.95,120.1,120.16,121.29,122.64,122.49,122.43,121.8,121.58,122.64,124.01,123.46,122.64,123.13,123.37,124.29,126.17,126.67,125.89,125.81,126.43,127.03,127.66,127.17,127.42,127.52,127.85,128.75,129.49,130.06,129.86,130.19,129.86,130.84,131.63,131.54,131.16,131.65,132.11,132.81,133.39,133.07,132.85,133.29,134.26,135.11,135.07,134.6,134.01,134.67,134.87,135.15,103.45,103.4,103.09,102.75,102.6,102.75,102.84,102.81,102.77,102.97,103.01,103.47,104.36,104.72,105.08,104.82,105.09,104.76,104.81,104.62,104.8,105.09,105.14,105.83,106.53,106.51,107.66,108.84,109.6,110.54,111.89,111.09,112.17,112.03,112.13,112.37,112.87,113.22,113.19,113.69,113.92,113.9,114.14,114.15,114.63,115.11,115.45
KOTA BIMA,107.08,107.25,106.69,107.03,109,114.38,115.5,116.01,118,118.78,118.45,118.91,119.61,120.49,121.78,121.32,120.47,120.42,121.07,121.89,122.9,123.21,123.47,123.77,124.54,126.04,125.66,126.19,126.26,127.1,128.57,129.69,129.93,129.39,129.87,131.63,133.83,133.39,132.46,132.44,132.35,133.94,134.96,136.05,136.47,137.79,139.44,141.1,142.55,143.32,142.67,143.52,144,144.06,145.02,146.7,146.32,145.52,145.4,146.19,148.27,149.76,151.54,150.29,150.02,152.15,157.98,162.35,160.49,160.09,161.51,161.42,113.44,113.76,113.35,113.49,114.75,116.46,117.08,117.57,118.15,117.6,118,120.28,120.98,120.01,119.74,121.04,121.11,120.15,121.98,122.18,122.2,123.33,124.14,125.22,126.84,127.32,127.14,126.99,126.09,128.43,129.61,129.71,129.12,128.53,128.78,129.11,130.92,130.4,129.21,129.71,130.54,131.82,131.89,132.22,131.46,131.48,132.55,134.38,134.5,135,134.23,135.3,134.78,135.82,136.92,136.63,136.33,136.99,137.41,138.71,139.77,138.81,138.26,139.19,140.83,141.05,140.32,139.54,139.32,139.66,140.52,141.86,104.68,104.6,104.69,104.61,104.25,104.02,104.47,104.34,104.32,104.47,104.48,104.84,104.95,104.8,105,105.31,106.19,105.85,106.11,106.13,105.97,105.87,105.89,106.49,107.4,107.13,107.76,109.24,109.76,110.98,112.44,111.23,112.48,112.71,112.82,113.29,113.19,113.86,113.71,113.91,113.88,114.08,114.57,114.76,115.48,115.35,115.94
MAUMERE,106.76,103.83,107.61,108.31,112.57,115.09,117.12,120.46,122.76,123.63,121.62,119.76,120.85,121.86,120.23,121.07,122.98,121.55,123.2,124.29,125.77,126.56,127.06,126.01,130.49,128.79,128.67,128.8,130.75,131.91,133.13,134.04,135.89,135.62,135.23,136.7,137.9,137.09,137.87,138.14,139.58,139.83,140.7,142.35,142.68,142.97,144.65,145.71,146.91,147.04,146.43,148.19,148.78,151.64,154.25,154.51,154.19,155.21,153.85,155.17,158.2,156.74,157.23,155.34,156.61,157.29,161.74,164.99,162.4,162.12,164.61,164.85,108.76,110.51,110,111.09,111.73,110.93,111.07,111.46,110.85,110.29,110.74,113.2,113.78,112.91,112.81,113.29,113.36,113.42,114.93,115.54,115.77,115.72,116.4,117.6,118.09,118.41,117.5,117.16,117.15,117.47,117.41,117.01,118.41,118.72,119.88,121.86,122.35,122.29,122.01,121.8,122.26,122.57,122.94,123.09,123.82,123.34,123.46,123.93,124.14,124.73,125.22,124.74,124.82,125.17,125.53,125.34,125.68,125.63,126.23,126.41,126.21,126.81,126.08,126.03,126.56,127.33,127.09,127.04,126.74,127.13,127.92,128.73,104.61,104.35,103.42,103.36,103.31,103.88,103.96,104.7,104.33,105.24,105.54,106.28,105.67,106.57,106.28,106.32,106.1,106.66,106.65,105.7,105.65,105.99,106.5,106.86,108.26,107.69,108.32,108.9,109.85,110.76,112.43,111.31,111.94,111.85,112.33,113.54,114.59,114,115.24,115.29,115.23,114.83,115.58,116.01,116.19,116.4,116.61
KOTA KUPANG,171.1,170.47,171.05,171.78,175.19,110.6,111.85,110.77,111.11,111.05,112.03,113.27,114.61,113.77,114.23,114.52,114.1,114.63,115.83,115.48,117.8,119.27,119.41,120.62,124.34,124.74,124.54,125.71,126.76,127.33,130.88,130.99,131.25,131.02,131.45,132.64,134.51,135.53,135.72,135.31,135.41,135.81,137.05,137.5,136.83,136.79,135.41,138.37,139.12,139.41,139.94,139.52,140.5,141.74,143.79,144.82,143.21,142.58,143.22,145.43,147.27,148.09,149.82,148.62,147.34,149.62,157.07,157.37,155.92,154.87,155.8,158.28,111.39,113.02,112.91,112.71,112.72,113.63,114.86,113.86,113.5,113.77,115.91,120.06,120.81,119.17,119.47,119.69,120.29,121.09,122.33,121.21,121.54,121.99,122.87,126.15,127.14,126.6,125.64,125.75,126.63,127.42,126.97,125.87,125.41,125.63,126.59,129.07,130.09,130.32,129.19,129.57,129.49,130.2,129.91,129.12,129.55,128.9,129.96,131.71,133.1,132.77,132.02,132.04,133.05,134.11,133.85,133.19,132.09,132.03,133.18,135.96,136.34,135.44,135.09,135.88,136.27,135.85,136.21,135.76,135.04,135.15,135.52,136.64,103.69,104.2,103.51,103.71,103.87,103.8,103.43,102.48,102.3,102.49,102.72,103.51,104.08,104.46,104.09,105.04,105.82,104.88,105.03,104.44,104.03,103.82,104.44,105.44,106.48,107.17,107.27,108.84,109,109.56,110.73,109.78,111.78,112.19,112.06,112.89,114.02,113.14,114.61,114.43,113.53,114.69,115.09,113.96,113.87,114.41,114.96
KOTA PONTIANAK,155.24,156.44,159.23,159.64,162.27,111.24,112.84,113.01,114.81,115.09,114.52,114.9,116.01,117.34,116.89,116.59,116.69,117.48,119,119.9,121.61,121.01,119.75,120.54,122.02,122.75,123.56,123.69,123.34,123.6,127.17,128.25,129.47,129.27,129.64,130.81,132.17,133.62,132.67,132.9,132.13,133.19,134.02,136.41,137.61,135.32,135.67,137.23,138.52,140.87,140.25,140.8,142.11,142.29,144.33,146.25,145.62,143.36,144.74,146.31,146.32,147.84,149.35,149.78,151.87,152.2,157.32,159.63,158.43,159.59,158.23,160.18,111.78,114.83,113.94,114.03,114.85,115.88,117.61,117.57,117.72,117.22,118.87,122.22,123.67,124.2,124.43,125.11,125.85,126.65,129.89,128.59,128.79,128.7,128.52,129.76,130.23,130.66,130.56,129.89,132.06,133.66,134.82,135.37,133.94,133.46,133.56,134.8,137.25,137.74,137.38,137.77,138.18,139.95,139.61,139.8,140.14,139.66,139.31,140,140.4,140.77,141.67,141.89,142.4,144.45,145.08,144.15,143.76,143.34,143.74,145.58,146.38,147.15,146.87,147.18,148,148.97,148.82,148.3,148.71,148.93,148.83,149.42,104.75,105.41,105.27,105.19,105.69,106.04,105.65,105.49,105.5,105.46,105.87,106.17,111.78,111.64,111.21,111.32,111.18,111.46,111.43,111.31,111.59,111.56,113.8,114.37,108.33,108.63,109.1,110.25,111.03,111.11,111.16,111.34,113.1,113.18,113.57,114.22,114.49,114.55,114.6,115.16,115.59,115.84,115.96,115.5,115.62,115.8,115.84
KOTA SINGKAWANG,105.06,106.73,107.72,107.88,110.19,113.43,114.12,115.57,116.53,116.76,115.78,116.55,117.87,118.41,116.99,116.66,116.37,115.94,117.74,117.77,118.77,118.06,116.39,117.89,119.76,120.04,122.08,121.98,121.34,122.22,125.27,127.11,127.85,125.74,126.12,126.26,127.9,130.14,129.18,129.14,128.63,129.12,131,132.96,135,133.74,133.87,134.74,136.61,137.97,137.37,138.3,137.98,139.15,141.28,143.38,140.26,139.57,139.55,140.41,141.87,143.1,143.43,144.35,144.02,144.34,146.3,147.82,147.88,148.11,148.18,149.05,109.14,111.05,110.67,110.16,109.56,110.69,112.02,113.62,114.32,113.77,114.99,117.67,118.73,118.96,119.16,119.25,119.28,119.35,120.89,120.88,121.37,120.83,120.79,122.38,122.54,122.86,122.89,122.66,123.16,123.95,124.91,125.89,124.95,124.45,124.51,125.54,127.75,127.99,127.83,128.13,128.56,129.89,130.07,130.31,131.24,131.46,130.99,132.11,133.84,133.95,134.21,134.32,134.64,135.95,137.1,137.15,137.13,136.2,135.73,136.31,137.93,138.6,137.77,138.08,139.33,139.43,139.61,139.24,139.06,138.39,137.8,137.78,102.03,102.64,102.46,102.31,102.68,103.24,102.78,102.49,102.48,102.84,103.45,104.1,106.16,106.26,106.21,106.31,106.21,107.08,106.83,106.92,107.27,107.04,107.06,107.4,107.45,107.61,107.83,109.23,110.37,110.27,110.69,110.08,111.91,112.06,112.55,113.11,113.62,113.4,113.66,114.28,114.62,115.09,115.01,115.11,114.91,114.89,114.88
SAMPIT,154.01,151.68,150.51,150.63,152.57,109.86,111.48,111.54,111.75,112.62,112.29,112.51,112.29,113.39,114.33,112.99,113.47,113.39,113.48,113.62,114.47,115.27,116.22,115.72,116.2,117.32,117.6,117.38,118.86,119.98,121.9,122.37,123.16,124.4,125.25,126.75,128.28,128,127.66,126.44,126.48,127.91,128.64,129.39,130.01,129.97,130.18,131.31,133.89,134.11,134.73,134.86,134.21,135.08,135.63,135.97,135.9,135.83,136.14,137.47,141.47,141.45,142.22,142.45,141.31,142.93,146.73,148.8,146.6,146.12,145.93,147.44,109.94,110.76,110.43,110.47,110.89,112.03,112.6,112.53,112.95,113.41,114.92,117.23,117.94,117.11,117.43,118.04,118.56,119.64,120.71,121.22,121.27,121.68,122.3,123.94,124.81,124.26,123.84,123.27,123.79,124.59,125.2,125.9,125.32,124.53,125.36,126.99,128.14,128.49,129.67,129.83,129.86,130.88,131.62,130.19,129.82,129.99,130.37,131.17,132.08,132.27,132.68,133.51,134.45,136.9,136.82,137.19,137.05,137.26,137.04,139.06,139.53,138.62,138.61,139.52,140.93,141.16,140.79,140.58,140.21,140.51,140.88,141.87,104.1,104.67,104.4,104.06,104.44,105.11,105.4,104.95,104.74,104.78,105.32,105.5,104.06,104.32,103.8,103.98,104.08,105.5,105.74,105.93,106.38,106.09,106.17,106.75,111.01,110.98,112.06,113.15,114.21,115.23,115.51,114.93,116.57,116.56,116.65,116.98,117.11,117.23,117.79,117.88,118.32,118.63,118.94,118.75,118.88,119.45,119.65
KOTA PALANGKA RAYA,160.81,160.41,159.98,159.83,160.13,110.19,111.91,112.95,114.18,116.13,116.9,116.19,115.97,115.33,115.43,115.5,114.68,114.41,114.65,114.72,115.88,116.72,117.4,117.8,118.81,119.09,119.36,119.72,120.46,122,124.84,125.2,126.44,125.69,127.45,128.98,129.36,129.39,129.06,129.13,129.75,130.81,131.54,133.49,135.26,134.17,134.35,135.79,139.23,138.94,138.85,138.46,138.8,139.8,141.28,142.42,141.95,141.83,142.64,144.93,147.29,147.15,147.8,147.97,147.58,148.67,151.77,153.85,151.85,151.47,152.04,154.28,110.26,109.63,109.76,110.44,111.39,112.4,112.65,112.25,112.82,113.19,114.23,116.16,117.08,116.26,115.97,116.06,117.28,118.41,119.52,118.72,118.32,118.97,119.98,121.04,121.24,120.74,120.69,120.34,120.37,121.46,121.7,121.84,121.98,121.57,121.79,123.35,124.4,124.74,125.23,125.49,126.15,127.44,126.94,127.09,126.78,126.2,126.34,127.19,127.59,127.64,128.11,128.48,128.81,130.28,130.33,130.16,130.19,130.46,130.48,131.87,132.48,132.6,132.56,132.98,133.71,133.87,133.55,133.05,133.11,133.96,134.58,135.43,104.33,104.99,104.78,104.67,104.91,105.26,105.03,104.45,104.07,104.09,104.64,105.13,105.6,105.58,105.62,106.09,106.51,107.09,107.1,106.91,107.09,109.3,109.65,110.37,108.51,108.5,109.25,110.31,111.34,112.31,112.94,113.26,114.45,114.37,114.61,114.86,115.01,115.14,115.73,116.1,116.38,116.7,116.69,116.41,116.54,117.27,117.57
TANJUNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,109.8,109.57,109.98,110.71,111.79,112.24,112.1,112.57,112.79,114.21,116.93,117.46,116.49,116.93,117.4,118.38,118.79,119.84,120.8,121.93,122.78,123.65,124.75,124.51,124.16,124.37,124.17,123.93,125.13,126.48,125.81,125.24,123.89,126.18,127.47,128.45,128.86,129.13,128.29,128.05,129.75,130.11,129.73,128.92,127.96,128.5,130.53,131.04,130.83,131.92,132.73,133.2,133.66,134.91,133.44,133.06,133.32,133.02,133.92,134.93,134.03,134.13,134.76,136.08,135.95,136.2,135.19,134.37,135.42,136.73,136.8,105.07,106.03,105.91,105.61,105.72,106.16,106.08,105.62,105.3,105.58,106.33,106.78,105.22,105.57,105.76,105.7,106.18,106.26,106.39,106.24,106.28,106.5,106.78,107.84,109.85,110.11,110.81,111.56,112.87,113.83,113.88,112.89,113.63,113.9,114.31,114.86,115.1,115.33,116.4,116.8,116.98,116.54,116.47,116.01,116.04,116.74,117.09
KOTA BANJARMASIN,166.94,167.56,168.93,168.63,169.62,110.41,111.65,111.51,112.87,114.44,115,114.96,114.82,114.78,115.3,115.08,115.28,115.69,115.99,116.62,117.74,118.51,119.09,119.4,120.11,120.27,121.19,122.51,123.8,124.67,127.03,127.48,128.24,127.89,128.72,130.22,129.78,130.82,130.83,130.53,131.2,131.84,131.88,133.9,134.13,133.33,133.96,135.4,139.35,138.92,138.72,138.7,138.3,139.11,140.32,141.3,141.02,140.98,142.26,143.47,145.11,145.73,146,146.06,145.12,145.71,148.97,151.93,151.02,150.69,151.62,153.49,108.91,108.61,108.22,108.81,109.97,110.84,111.61,111.63,111.83,112.46,114.11,115.97,116.15,116.22,115.82,116.26,116.62,117.55,118.89,118.96,119.59,119.78,120.27,121.8,122.4,122.62,122.79,122.84,123.21,124.51,125.21,125.3,125.44,125.11,125.25,126.28,127.47,127.73,127.74,128.16,128.58,129.78,130.4,130.44,130.58,130.06,130.13,131.11,131.49,131.3,131.72,131.82,132.01,133.31,133.15,133.3,133.24,133.37,133.63,134.56,135.66,135.56,135.92,137.24,138.47,138.87,138.75,138.87,138.95,139.11,139.35,140.15,105.21,105.19,104.87,104.58,104.7,105.11,104.82,105.14,104.8,105.03,105.82,106.7,106.45,107.08,107.09,106.85,107.88,107.44,107.64,107.49,107.45,107.87,108.54,109.41,110.55,110.01,111.04,112.4,113,113.8,114.15,113.65,115.42,115.74,116.21,117.05,117.23,117.47,118.38,118.46,118.3,118.79,118.78,118.8,118.51,118.62,119.58
